algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*EPLEX,628_fri_c3_1000_5,0.2755974944295146,0.0732076903191709,0.9212923784558164,59.5,7494.048377633095
*EPLEX,631_fri_c1_500_5,0.2759781082492722,0.073402788643624,0.9219271293357558,57.5,4276.834775924683
*EPLEX,633_fri_c0_500_25,0.2618564732552729,0.0663201948130793,0.9282650014403666,61,4313.013301491737
*EPLEX,634_fri_c2_100_10,0.5686088754979338,0.280140747982276,0.6611478868451212,58,1712.8041353225708
*EPLEX,635_fri_c0_250_10,0.286029330482255,0.0786381320845695,0.9048931339102768,55,2618.8787655830383
*EPLEX,637_fri_c1_500_50,0.3404263964151576,0.1096524105251134,0.8680936486006943,58,4371.178923368454
*EPLEX,641_fri_c1_500_10,0.2749521171142642,0.0728774058298185,0.9258514905458746,61,4369.358991861343
*EPLEX,643_fri_c2_500_25,0.3468680591607514,0.1136120830620893,0.8827961990175933,55.5,4302.384031891823
*EPLEX,644_fri_c4_250_25,0.3456555738861557,0.1128623049244416,0.8577409256327077,58,2734.128332734108
*EPLEX,645_fri_c3_500_50,0.3527695578865573,0.1172907909429217,0.8777362120527326,57,4389.92202603817
*EPLEX,646_fri_c3_500_10,0.3088033441371864,0.0910826247731711,0.9002315093132912,56.5,4218.557455182076
*EPLEX,647_fri_c1_250_10,0.3583772919514292,0.1208310819833916,0.8750338807545162,59,2803.788013458252
*EPLEX,648_fri_c1_250_50,0.3489442131725093,0.1149007203573176,0.8865231192922678,59,2798.200127840042
*FEAT,1027_ESL,0.5247140799576313,0.2432009427872274,0.8654816270788117,40,3203.1722960472107
*FEAT,1028_SWD,0.6443903965345438,0.3472984095170851,0.3054895217201383,31.5,4108.255071520805
*FEAT,1029_LEV,0.634303346717139,0.3381427945024511,0.5538775040035271,23.5,3382.0875852108
*FEAT,1030_ERA,1.555468852482941,1.2294894727167291,0.3654126149082164,15.5,3305.739296555519
*FEAT,1089_USCrime,23.32167488400749,6.300603244782479,0.6750434442612605,69.5,3978.117848515511
*FEAT,1096_FacultySalaries,2.314277653744321,1.8493805352552464,0.6542519673021578,21,3186.771919488907
*FEAT,1193_BNG_lowbwt,473.1506251214908,12.31883203512652,0.5704467848109773,25,5346.984451532364
*FEAT,1199_BNG_echoMonths,11.943487268638368,4.967358122372186,0.4366876073467214,16,4823.774773716927
*FEAT,192_vineyard,2.8450772125169395,2.2076659147088105,0.4485950580303764,22,2295.0284481048584
*FEAT,210_cloud,0.4391018016487619,0.176312196881133,0.7368352068468812,28.5,2430.517054438591
*FEAT,215_2dplanes,1.0805419357191974,0.7736071280296768,0.939823719799509,86,10621.396548390388
*FEAT,218_house_8L,38731.71664270583,21.128828190386667,0.4813940502800744,30,5720.03580737114
*FEAT,225_puma8NH,3.2670407395586523,2.4573260437716344,0.6618929162996614,46.5,8703.786126255989
*FEAT,227_cpu_small,4.054014556335874,2.8584816315443025,0.9473457458116872,39.5,6234.692876935005
*FEAT,228_elusage,10.735635009934333,4.755776240187688,0.7341841721513559,25.5,4657.727209806442
*FEAT,229_pwLinear,1.611350769466554,1.279947609919535,0.8676678347726725,60,4855.308722257614
*FEAT,230_machine_cpu,90.04592182220885,9.000762888635712,0.7475830760829631,49,4661.63976085186
*FEAT,485_analcatdata_vehicle,206.01428292924476,10.655914563340836,0.5038322640752879,149,4519.970644831657
*FEAT,503_wind,3.214502911577712,2.4277213798705115,0.7675477440491203,50,5168.577968835831
*FEAT,519_vinnie,1.618061172090541,1.285955094704332,0.7249629021843388,9,4026.508127808571
*FEAT,522_pm10,0.8099860053730352,0.5044517510685874,0.2135445533877414,51,4730.442857265472
*FEAT,523_analcatdata_neavote,1.076847589806042,0.7699233581612898,0.9180796058447228,6.5,1411.9348630905151
*FEAT,527_analcatdata_election2000,324.4642550591318,11.564360251052593,0.9999852464208788,38,3996.481786370277
*FEAT,529_pollen,1.4468597149219329,1.1292717906338916,0.7835052099853528,15,2743.12246966362
*FEAT,537_houses,69320.05917261964,22.292979195097264,0.6398396339593353,26.5,3293.104293823242
*FEAT,542_pollution,43.108062260524456,7.52795805810046,0.4035505427400828,44,5019.763603210449
*FEAT,547_no2,0.5054334573033978,0.2275044127304825,0.5251808530929962,61.5,4456.772270798683
*FEAT,556_analcatdata_apnea2,1163.9597263514652,14.119166794791632,0.8841132559530964,56.5,7928.88825237751
*FEAT,557_analcatdata_apnea1,1004.155469685877,13.823805268836775,0.91364728193126,77,9088.7996250391
*FEAT,560_bodyfat,0.9320071080233062,0.6252094215706063,0.9876367971441236,51.5,5913.657352566719
*FEAT,561_cpu,27.35625987643016,6.619226120423247,0.9663776302824278,70,4710.590699672699
*FEAT,562_cpu_small,4.159404730505189,2.906936453327518,0.9482107732184628,42,5968.381203532219
*FEAT,579_fri_c0_250_5,0.2410818122657715,0.0564941645803001,0.9379350838982572,59,5147.95048224926
*FEAT,582_fri_c1_500_25,0.2943257202191394,0.0830789823681632,0.9132923768382218,128,11161.230307102203
*FEAT,589_fri_c2_1000_25,0.2419746810731149,0.0569016968224772,0.939464341670584,133,10849.66223847866
*FEAT,590_fri_c0_1000_50,0.3448756993455666,0.1123811365236044,0.880803364516058,96,8289.78943669796
*FEAT,591_fri_c1_100_10,0.4229769705072986,0.1645898735546531,0.7983655912018927,84.5,3946.219685792923
*FEAT,593_fri_c1_1000_10,0.2309699371956558,0.0519728197516427,0.945573404678189,88,8301.93495965004
*FEAT,594_fri_c2_100_5,0.3402494138157283,0.1095444480349065,0.8976918253393676,126,4380.532994389534
*FEAT,595_fri_c0_1000_10,0.2291183626912077,0.0511637489130826,0.9472451123700673,57,6245.726410865784
*FEAT,596_fri_c2_250_5,0.2353383212477115,0.0539048006101459,0.9443390389338356,101,5644.21848654747
*FEAT,597_fri_c2_500_5,0.2392818327470098,0.0556766790132923,0.9427266936717008,81,6444.838430404663
*FEAT,598_fri_c0_1000_25,0.2330825202259711,0.0529030861503795,0.9439852229041574,90.5,10310.394863963127
*FEAT,599_fri_c2_1000_5,0.221301616237807,0.0478129300216123,0.9472593351188404,115,8901.155777812004
*FEAT,601_fri_c1_250_5,0.2108650335878072,0.0435038949026871,0.9565588545437808,84.5,6035.188050508499
*FEAT,602_fri_c3_250_10,0.2505787874960722,0.0608972705201651,0.9469410967383256,71.5,353.75123703479767
*FEAT,603_fri_c0_250_50,0.3442942937354467,0.1120229767215011,0.8763303922280639,83,6255.732842922211
*FEAT,604_fri_c4_500_10,0.2735812057666516,0.0721780245690653,0.927395847360952,95.5,6835.800126671791
*FEAT,605_fri_c2_250_25,0.298415838738603,0.0853076048029683,0.9188203700645968,109.5,9225.798637628555
*FEAT,606_fri_c2_1000_10,0.2588733718751997,0.0648654264476155,0.9340503938310328,89.5,8208.326912283897
*FEAT,607_fri_c4_1000_50,0.3053675592577312,0.0891543133203405,0.906554301966926,134.5,13220.778078436852
*FEAT,608_fri_c3_1000_10,0.3023294449802771,0.0874641100174737,0.9133798404653476,65,8272.786030054092
*FEAT,609_fri_c0_1000_5,0.2205556653485701,0.0474986653221388,0.9531265332162632,76.5,6290.525011062622
*FEAT,611_fri_c3_100_5,0.2943173265908464,0.0830744353991459,0.9251446015315224,82.5,5640.248272538185
*FEAT,612_fri_c1_1000_5,0.1872417133402168,0.0344588735837318,0.967704172851182,108.5,8177.370864033699
*FEAT,613_fri_c3_250_5,0.2350313377544311,0.0537679730831332,0.9433819679011826,68,5518.765935540199
*FEAT,615_fri_c4_250_10,0.2469574668436397,0.0592005404630035,0.913575131976058,74,6374.566090703011
*FEAT,616_fri_c4_500_50,0.3727071118097836,0.1300721837488177,0.8603193632661201,146.5,12519.913956522942
*FEAT,617_fri_c3_500_5,0.248183545623743,0.0597725622752502,0.9260155604760982,78,7523.470618247986
*FEAT,618_fri_c3_1000_50,0.3344849724758236,0.1060524533446587,0.894878055695943,152,13101.714414834976
*FEAT,620_fri_c1_1000_25,0.3000003105696755,0.0861778671969109,0.9137379852378924,104,10221.705680847168
*FEAT,621_fri_c0_100_10,0.3862793397439379,0.1390762537035454,0.7989770140259669,60,5514.676890492439
*FEAT,623_fri_c4_1000_10,0.2407107126556651,0.0563251780277396,0.9396519862191018,92.5,8530.774775385857
*FEAT,624_fri_c0_100_5,0.2528977762834553,0.0619952446710432,0.9323139146298032,73.5,5051.708801269531
*FEAT,626_fri_c2_500_50,0.3201084595393621,0.0975525963159344,0.8934261222899584,129.5,11628.388606905935
*FEAT,627_fri_c2_500_10,0.2215056636734926,0.047899061578695,0.9493094463684768,87.5,7818.793850898743
*FEAT,628_fri_c3_1000_5,0.2559648869614757,0.0634610878120642,0.9300114217425888,89,8074.189433693886
*FEAT,631_fri_c1_500_5,0.2060909391938661,0.041596230930976,0.9583294336548898,112.5,7500.321909427643
*FEAT,633_fri_c0_500_25,0.2630910846723416,0.0669265289827861,0.9355744280320564,86,7221.513023138046
*FEAT,634_fri_c2_100_10,0.4895438103596295,0.2148316165041732,0.7537381833758214,73.5,4061.7947356700897
*FEAT,635_fri_c0_250_10,0.2648101693879822,0.0677749275180903,0.9174441085630396,92,4360.542273163796
*FEAT,637_fri_c1_500_50,0.302713959749906,0.0876772515544587,0.9133104149267062,103,9734.336703777311
*FEAT,641_fri_c1_500_10,0.262484597259063,0.0666283644538819,0.9313856969458384,99,8333.48437511921
*FEAT,643_fri_c2_500_25,0.2928083495282907,0.0822587699804642,0.9087519382725516,83.5,10095.33375275135
*FEAT,644_fri_c4_250_25,0.363642057196592,0.1241940374307,0.8523421845901211,134,10133.528498768806
*FEAT,645_fri_c3_500_50,0.370466684098373,0.1286091668464703,0.8720739461041738,119,12223.9190980196
*FEAT,646_fri_c3_500_10,0.2123035574482233,0.0440865485454298,0.9509713407969048,100,8129.126038074493
*FEAT,647_fri_c1_250_10,0.2472983538684488,0.0593593283299468,0.9334078304284265,80.5,6120.265299081802
*FEAT,648_fri_c1_250_50,0.2885069175711344,0.0799530804138081,0.914219274965426,109,9203.948518276216
*FFX,1027_ESL,0.7824709092211974,0.4776373703220778,0.7074490207818124,626,44.828194975852966
*FFX,1028_SWD,0.6448349868722806,0.3477033313128553,0.3521301649507238,1397.5,99.84806072711945
*FFX,1029_LEV,0.6487526761470442,0.3512764224743945,0.5465240862989587,400.5,37.06744658946991
*FFX,1030_ERA,1.5674677383842306,1.2403881758610753,0.3709332358378195,646.5,48.44337916374207
*FFX,1089_USCrime,19.487394299502103,5.942165411968499,0.7147476953109358,307.5,42.85404670238495
*FFX,1096_FacultySalaries,5.220225241200287,3.3411200614461607,0.0525264181651236,613.5,51.79181969165802
*FFX,1193_BNG_lowbwt,467.9516083838988,12.296734346008211,0.5887929196475896,1478.5,296.5088653564453
*FFX,1199_BNG_echoMonths,12.35703821691584,5.034979185690975,0.3913284285931605,1558.5,275.94862830638885
*FFX,192_vineyard,5.298075636087035,3.369693141919304,-0.922700025,565,34.19351148605347
*FFX,210_cloud,3.992381610685492,2.829625204100407,-14.84087168,1351,71.45398771762848
*FFX,215_2dplanes,1.00167324410108,0.6948204238812282,0.9478586482496848,859,221.5036904811859
*FFX,218_house_8L,59137.85140763644,21.975252924555942,-0.256710792,1470.5,165.5978661775589
*FFX,225_puma8NH,3.217446497670005,2.4293905893737096,0.6734819241095475,1986.5,146.06401550769806
*FFX,227_cpu_small,3.172690206214595,2.4038740139634145,0.9695302908835812,413.5,266.08206832408905
*FFX,228_elusage,15.549596966991436,5.492196731460974,0.2211595685926846,494.5,34.893792152404785
*FFX,229_pwLinear,3.2073792375364447,2.4236765673602845,0.5266849941757252,1411,173.99612474441528
*FFX,230_machine_cpu,442.7497765712187,12.186014645363825,-7.714982025,1763,103.47554516792296
*FFX,485_analcatdata_vehicle,248.44591565278697,11.03046655786314,0.172330330184265,540.5,101.57105624675752
*FFX,503_wind,5.070049658335462,3.284865924630102,0.4165705812066134,2363,253.47211182117465
*FFX,519_vinnie,1.6802424037459052,1.3410915701541135,0.7022821243507228,288.5,23.665794730186462
*FFX,522_pm10,1.6324338308049833,1.298784736013453,-2.377369848,2199.5,120.79359698295592
*FFX,523_analcatdata_neavote,0.991787622817539,0.6849348962593401,0.9355117075404172,109,36.55524504184723
*FFX,527_analcatdata_election2000,16610.977249822045,19.435638075434277,0.949941632004498,57,44.19649159908295
*FFX,529_pollen,1.451710866769818,1.1338071012793571,0.7778338755569678,755,64.11787104606628
*FFX,537_houses,82963.12594109627,22.65230304473236,0.4837793459673388,1463,207.63409888744357
*FFX,542_pollution,83.59665758522138,8.852150160516503,-1.449851026,372.5,57.18404448032379
*FFX,547_no2,2.2095127474709035,1.7718877583558517,-8.108857244,2164,120.79667842388152
*FFX,556_analcatdata_apnea2,969.3989023397122,13.753353446333472,0.9243310918291684,343.5,26.679954886436462
*FFX,557_analcatdata_apnea1,914.7187037034004,13.637234375882866,0.9302921230074578,334,28.768635392189022
*FFX,560_bodyfat,3.474827238163805,2.570657981072368,0.8164925928935394,1145.5,106.13178479671478
*FFX,561_cpu,15.90989636518539,5.537825494185057,0.9906753086915994,63,21.62704026699066
*FFX,562_cpu_small,3.172690206214595,2.4038740139634145,0.9695302908835812,413.5,267.5299220085144
*FFX,579_fri_c0_250_5,0.5581028448364943,0.2711553443758814,0.7074474118742495,1488,98.7502510547638
*FFX,582_fri_c1_500_25,0.270089596913659,0.0704103640397741,0.918740580939518,2641,434.22663128376007
*FFX,589_fri_c2_1000_25,0.1791039998289129,0.0315744808082222,0.965553974351578,2664.5,374.025896191597
*FFX,590_fri_c0_1000_50,0.2397992093807644,0.0559110937002849,0.9426548884613242,1565.5,950.6089940071106
*FFX,591_fri_c1_100_10,1.6647166395701376,1.3274148614892036,-1.978283973,724,70.46452188491821
*FFX,593_fri_c1_1000_10,0.1890585414648868,0.0351191711069795,0.9642414755060528,2430.5,183.62306261062625
*FFX,594_fri_c2_100_5,0.7850019880705986,0.4800951142913752,0.2721402458986133,923,67.05097901821136
*FFX,595_fri_c0_1000_10,0.2754856166283965,0.0731503870009892,0.9215510355527908,2441,125.22716200351717
*FFX,596_fri_c2_250_5,0.4018498887610597,0.1496979236611243,0.8416741455966912,1533,100.83119678497314
*FFX,597_fri_c2_500_5,0.1988138291696808,0.0387657430057419,0.9617613195256356,1448,94.53160393238068
*FFX,598_fri_c0_1000_25,0.2246537958031605,0.0492370433219426,0.9481970870005244,917.5,285.6176698207855
*FFX,599_fri_c2_1000_5,0.1455445011150475,0.0209619567834153,0.9784571823256324,1469,91.3091390132904
*FFX,601_fri_c1_250_5,0.4027454552539001,0.1503181178444832,0.8361544754255437,1674,101.70463049411774
*FFX,602_fri_c3_250_10,0.9070917766818024,0.6003822790129895,0.238115471478118,2122,149.33724689483645
*FFX,603_fri_c0_250_50,0.6922725859314942,0.3915293436643328,0.4129641405846336,1374.5,206.3076902627945
*FFX,604_fri_c4_500_10,0.7993943325152472,0.4941053958926596,0.384522960436083,2332,172.4041258096695
*FFX,605_fri_c2_250_25,0.633625829536363,0.3375300282877514,0.6093354527328394,1793,243.54644286632535
*FFX,606_fri_c2_1000_10,0.1835680752396889,0.0331419268727651,0.9661362614717688,2358,171.44093096256256
*FFX,607_fri_c4_1000_50,0.2095717049709058,0.0429831450945777,0.9550141974965224,2789,873.7660443782806
*FFX,608_fri_c3_1000_10,0.1757028266071229,0.0304045447701304,0.9682036915040464,2388.5,170.66629195213318
*FFX,609_fri_c0_1000_5,0.2314100054556867,0.0521659745851456,0.9503383889660266,1517,76.94218730926514
*FFX,611_fri_c3_100_5,0.6350838882077048,0.3388490847220547,0.6277268042688343,907,66.76828336715698
*FFX,612_fri_c1_1000_5,0.1577375218345801,0.0245766310301505,0.975554702336482,1300,91.08930039405824
*FFX,613_fri_c3_250_5,0.4602817326900656,0.1921557698893546,0.790716464327385,1216,90.04462659358978
*FFX,615_fri_c4_250_10,0.9844229992216924,0.677570817128518,-0.021177096,1936,132.42637181282043
*FFX,616_fri_c4_500_50,0.775154451336388,0.4705437479969734,0.4037635681813075,3547,532.7461384534836
*FFX,617_fri_c3_500_5,0.2830198343189467,0.0770538392542535,0.9104994574414036,990,87.54811918735504
*FFX,618_fri_c3_1000_50,0.2266605226828269,0.050098824207707,0.9496272476999058,2713.5,988.5741609334946
*FFX,620_fri_c1_1000_25,0.1854440806381413,0.0338114044214743,0.9644074571222728,2658,424.3289495706558
*FFX,621_fri_c0_100_10,0.905987740270131,0.5992835360546598,0.1471708465426727,752,63.61051762104034
*FFX,623_fri_c4_1000_10,0.2476922631349503,0.0595430556916985,0.9413861742048903,2376.5,171.20632910728455
*FFX,624_fri_c0_100_5,0.8701590014003076,0.563708366310553,0.0592385984204322,770,46.15666580200195
*FFX,626_fri_c2_500_50,0.9771515269619736,0.670300729918512,-0.039248038,4651,681.6410081386566
*FFX,627_fri_c2_500_10,0.3496356020685927,0.1153311916609419,0.8810424499292953,2344,179.4635193347931
*FFX,628_fri_c3_1000_5,0.1598536480687566,0.0252321633977646,0.9730543305759434,1180,84.63729989528656
*FFX,631_fri_c1_500_5,0.2000089768678133,0.039224165866272,0.9640324410455324,1291.5,89.71651601791382
*FFX,633_fri_c0_500_25,0.4317411826327453,0.1709238901128568,0.8090374467692456,2600.5,336.50164234638214
*FFX,634_fri_c2_100_10,0.8677634946673699,0.5613362971116461,0.262459251474265,770.5,72.52574515342712
*FFX,635_fri_c0_250_10,0.8125762874944936,0.5069863971569509,0.3200335410259416,1818,103.99254536628725
*FFX,637_fri_c1_500_50,0.756676031442748,0.452703984929487,0.4283525618525247,2864.5,579.1325604915619
*FFX,641_fri_c1_500_10,0.2708170416767211,0.0707770243309861,0.9299726986955166,2526,173.50315833091736
*FFX,643_fri_c2_500_25,0.2965545013951824,0.0842902025567534,0.9073925815425964,2662,479.9485775232315
*FFX,644_fri_c4_250_25,0.711443878840545,0.4095583146564928,0.4597811988871303,1712.5,195.0973564386368
*FFX,645_fri_c3_500_50,0.6130578684706357,0.3190644174071605,0.6113490602120936,2613,372.7504627704621
*FFX,646_fri_c3_500_10,0.2653502012747811,0.0680424339930916,0.9300413615319564,2545,172.02885377407074
*FFX,647_fri_c1_250_10,0.5821770760143437,0.2918708979372238,0.693116401330182,1827,133.89535057544708
*FFX,648_fri_c1_250_50,0.5078234594977524,0.2294314736431196,0.7460601333874051,1237,276.4984588623047
*GP-GOMEA,1027_ESL,0.5351254133374885,0.2518159087404839,0.8631716136077054,28,6123.33493244648
*GP-GOMEA,1028_SWD,0.6341133678668567,0.3379709439320449,0.3537113888592941,31,3591.716040253639
*GP-GOMEA,1029_LEV,0.6366222113104623,0.3402421500833696,0.5557111533549928,24,6687.14107298851
*GP-GOMEA,1030_ERA,1.5703268508641566,1.2429799615657395,0.3909340964569885,27,4247.797280192375
*GP-GOMEA,1089_USCrime,19.67244075755027,5.961018033767767,0.731440383152497,22.5,6651.919267
*GP-GOMEA,1096_FacultySalaries,2.267224667079345,1.8148748534463013,0.7545129253941136,23.5,15539.7931330204
*GP-GOMEA,1193_BNG_lowbwt,466.634254366594,12.291096131652925,0.5845906152128848,54.5,12350.140776991844
*GP-GOMEA,1199_BNG_echoMonths,11.770278437958815,4.938347389280849,0.4456659766648602,28.5,9839.955982923508
*GP-GOMEA,192_vineyard,3.077976137567575,2.348889990820687,0.4376266074484607,25.5,6361.020349740982
*GP-GOMEA,210_cloud,0.4089690800107809,0.1546554453301696,0.8568820809978452,29,9372.983706593512
*GP-GOMEA,215_2dplanes,1.291016599409215,0.9808507002630326,0.9136327960592088,55,10857.554641604424
*GP-GOMEA,218_house_8L,35865.33517852472,20.975053028931995,0.5512849742651683,31,14083.215498924255
*GP-GOMEA,225_puma8NH,3.1795409633901093,2.407798864294259,0.6795990288087218,27,29136.719965815544
*GP-GOMEA,227_cpu_small,3.652026548783633,2.6628643873619424,0.9606102169909214,33.5,9396.724590659142
*GP-GOMEA,228_elusage,10.46571208610802,4.705297195938051,0.7323297899181982,21.5,8796.178636550903
*GP-GOMEA,229_pwLinear,1.7671306582502284,1.4165206015769003,0.8490827524971292,29,2467.5955399274826
*GP-GOMEA,230_machine_cpu,82.12296309339865,8.816583612942733,0.8015890749014449,24,13987.208552837372
*GP-GOMEA,485_analcatdata_vehicle,226.68674169718653,10.847157603814072,0.2347955787275576,23.5,6052.227527856827
*GP-GOMEA,503_wind,3.182865087513601,2.409700782311181,0.7695880748297959,42,36156.16758561134
*GP-GOMEA,519_vinnie,1.655400217264555,1.319179157671051,0.7148689774636546,10.5,19381.34923279285
*GP-GOMEA,522_pm10,0.7885548297978637,0.4835481859438478,0.2656581355148384,22,7729.566942572594
*GP-GOMEA,523_analcatdata_neavote,1.0566561830787011,0.7497743121014893,0.9207066191966232,25,7960.693637251854
*GP-GOMEA,527_analcatdata_election2000,2596.409640725823,15.72376987286863,0.9969129998613652,22,41499.87979722023
*GP-GOMEA,529_pollen,1.4403568004852376,1.123183824889707,0.7846679162876836,30,7437.1216233968735
*GP-GOMEA,537_houses,68480.89988561966,22.268620303377983,0.6488256218603001,40.5,23368.170494556427
*GP-GOMEA,542_pollution,51.863325966607086,7.897595528364414,0.1082322320148733,20,4566.693137168884
*GP-GOMEA,547_no2,0.533559966271558,0.2505145154641531,0.4933833115703374,26.5,7307.784503102303
*GP-GOMEA,556_analcatdata_apnea2,1323.955070814887,14.37675817347967,0.8449492360508704,23,5840.976839065552
*GP-GOMEA,557_analcatdata_apnea1,1146.4347999321071,14.088825224635086,0.8816705387944355,29,5556.471199154854
*GP-GOMEA,560_bodyfat,0.976090809090426,0.6692403088346394,0.9875124064598836,29,15927.80927169323
*GP-GOMEA,561_cpu,13.123411978488708,5.15458521958393,0.9929578217048493,32,14483.51911842823
*GP-GOMEA,562_cpu_small,3.700527503781812,2.6874327007118177,0.9585586278310408,29,8670.633321762085
*GP-GOMEA,579_fri_c0_250_5,0.3496914764450895,0.1153660091761521,0.87024602871256,38,4881.988508582115
*GP-GOMEA,582_fri_c1_500_25,0.4171890247754314,0.1604564841528992,0.8100750011010709,18.5,3506.819955945015
*GP-GOMEA,589_fri_c2_1000_25,0.4568636085409346,0.1895655529245894,0.7912811343131636,18.5,3281.589976668358
*GP-GOMEA,590_fri_c0_1000_50,0.3617889886200688,0.1230060583719805,0.8585673157686868,20.5,8176.55936729908
*GP-GOMEA,591_fri_c1_100_10,0.4451559243536311,0.1807902157120847,0.7914676361666129,19.5,4289.686584115028
*GP-GOMEA,593_fri_c1_1000_10,0.3568054609515404,0.1198343852791748,0.8676631576949365,31.5,4447.360481977463
*GP-GOMEA,594_fri_c2_100_5,0.4964627641369901,0.2203197891875274,0.7275387994685979,18,8151.896676778793
*GP-GOMEA,595_fri_c0_1000_10,0.3068159964432453,0.0899650615992944,0.8998672626665987,29.5,4584.224477887154
*GP-GOMEA,596_fri_c2_250_5,0.354671903952885,0.118486929601406,0.8670471045419749,31.5,7515.086019396782
*GP-GOMEA,597_fri_c2_500_5,0.3220529123234715,0.0986845514179497,0.8891211984910605,35.5,5471.9660094976425
*GP-GOMEA,598_fri_c0_1000_25,0.325081507236763,0.1004587091225951,0.8916352840540738,23,4889.058724999428
*GP-GOMEA,599_fri_c2_1000_5,0.3073891135538971,0.0902867353461536,0.9008009171647164,38.5,6867.878689646721
*GP-GOMEA,601_fri_c1_250_5,0.3498578281899945,0.1154696952317274,0.8766362956881496,40,8290.7034252882
*GP-GOMEA,602_fri_c3_250_10,0.4017389814313389,0.1496211878933473,0.8458913343289061,22.5,3554.354979276657
*GP-GOMEA,603_fri_c0_250_50,0.3997073079833523,0.1482182020464534,0.8370417882457035,20.5,6161.498644828796
*GP-GOMEA,604_fri_c4_500_10,0.3886264711474168,0.1406576576906513,0.8524914034032305,31,4729.584014296532
*GP-GOMEA,605_fri_c2_250_25,0.4854101668574472,0.2115753206783067,0.7577843886557856,16.5,2008.8334099054337
*GP-GOMEA,606_fri_c2_1000_10,0.3635423681657121,0.1241300095597365,0.8745144538287636,32.5,4481.042893767357
*GP-GOMEA,607_fri_c4_1000_50,0.4609891615930544,0.1926934218140836,0.7905781144089239,17,7237.048140287399
*GP-GOMEA,608_fri_c3_1000_10,0.3840395392246787,0.1375737828714536,0.8442195094946585,29.5,4736.077787995338
*GP-GOMEA,609_fri_c0_1000_5,0.3099678570849395,0.091740244639852,0.9110524106052472,40.5,5829.030389547348
*GP-GOMEA,611_fri_c3_100_5,0.3865221096498085,0.1392394939646115,0.8293849709788597,18.5,8208.545284867287
*GP-GOMEA,612_fri_c1_1000_5,0.3233253370273625,0.0994283010221124,0.9000773772086317,38.5,5634.4768024683
*GP-GOMEA,613_fri_c3_250_5,0.3534499469133292,0.1177180246303549,0.8588154526729622,35,4679.017540574074
*GP-GOMEA,615_fri_c4_250_10,0.401711341723294,0.1496020666126487,0.8440043018111518,22,5409.276902198792
*GP-GOMEA,616_fri_c4_500_50,0.513372164763839,0.233925994918434,0.7508013575505881,16,6292.47023499012
*GP-GOMEA,617_fri_c3_500_5,0.3436612948505111,0.1116335758295991,0.8672257454089739,37,4987.88044834137
*GP-GOMEA,618_fri_c3_1000_50,0.5185286030058823,0.2381282475742162,0.7466786048864786,16.5,6947.687912106514
*GP-GOMEA,620_fri_c1_1000_25,0.4410919737288004,0.1777796992297427,0.8217080044768594,18,2835.704840898514
*GP-GOMEA,621_fri_c0_100_10,0.4518466488413076,0.1857867079414699,0.7804440490394361,23.5,4769.340983271599
*GP-GOMEA,623_fri_c4_1000_10,0.342139681883286,0.1106998417802051,0.8755603652603742,34,4517.85444021225
*GP-GOMEA,624_fri_c0_100_5,0.3698046012936289,0.1281781020448726,0.8502362128115313,29,6588.253982305527
*GP-GOMEA,626_fri_c2_500_50,0.4950314883199518,0.2191806489214974,0.7438451488206423,16.5,5755.3225910663605
*GP-GOMEA,627_fri_c2_500_10,0.3732691631683951,0.1304402546272478,0.8700278574342302,29.5,3841.7506762743
*GP-GOMEA,628_fri_c3_1000_5,0.3195688300242376,0.0972394422375037,0.8925262969269999,38.5,5850.915200352669
*GP-GOMEA,631_fri_c1_500_5,0.3590678419146882,0.1212700291085508,0.8820239050025034,40,6790.642131924629
*GP-GOMEA,633_fri_c0_500_25,0.3335268838456727,0.105476672934333,0.892602464203339,23.5,4537.131939768791
*GP-GOMEA,634_fri_c2_100_10,0.671914945048909,0.3725766247468811,0.6268120596356874,22.5,2473.1506836414337
*GP-GOMEA,635_fri_c0_250_10,0.3384987537849135,0.1084789140779789,0.8653125552487231,23.5,3701.2539117336273
*GP-GOMEA,637_fri_c1_500_50,0.4611337492512309,0.192803375671526,0.7733259203242371,18.5,5086.6073187589645
*GP-GOMEA,641_fri_c1_500_10,0.3526400522919199,0.1172095436683498,0.8710959275860233,27.5,5431.176537632942
*GP-GOMEA,643_fri_c2_500_25,0.4602593881617121,0.1921387966052539,0.7791548011535787,19,2844.497359275818
*GP-GOMEA,644_fri_c4_250_25,0.4069652904652461,0.1532537757090936,0.8124578572805614,18,1922.2972897291183
*GP-GOMEA,645_fri_c3_500_50,0.4901127140215056,0.2152811010566133,0.7567787980714338,17,5039.416953444481
*GP-GOMEA,646_fri_c3_500_10,0.3877074511749827,0.1400376154143775,0.8551618242884018,32,4125.933064460754
*GP-GOMEA,647_fri_c1_250_10,0.4537730155712374,0.1872344269106989,0.7976427613412835,23.5,3317.637965798378
*GP-GOMEA,648_fri_c1_250_50,0.4459326167267721,0.1813676842194482,0.8063497457664197,18,6103.630531191826
*ITEA,1027_ESL,0.5342543261338815,0.2510914917601147,0.8577413762854735,45.5,3477.131894350052
*ITEA,1028_SWD,0.6386095929130954,0.3420439799908715,0.3592847509332494,120,5992.248944401741
*ITEA,1029_LEV,0.6557764604409069,0.3577043501661717,0.5347337711954973,37.5,3836.589219212532
